City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI,AQI Category,PM2.5/PM10 Ratio
Solapur,10-01-2023,15.33331767,170.02149,98.25347944,9.3022998,6.830822864,38.32347442,40.89124874,44.31594127,160.2849954,Unhealthy,0.090184586
Ludhiana,11-01-2023,117.8460603,351.0093902,66.88880837,82.80144409,1.664450138,18.9396084,41.74627569,69.93526276,301.0117675,Hazardous,0.33573478
Chandigarh,12-01-2023,117.0416828,87.4904194,129.1756745,50.50124013,7.07958647,82.28981131,44.33576617,61.67769468,289.9009171,Very Unhealthy,1.337765707
Amritsar,13-01-2023,95.41448622,73.68584891,59.66962062,9.514259091,6.082450628,62.91780389,39.10175955,41.68953519,216.0701426,Very Unhealthy,1.294882093
Gwalior,14-01-2023,198.0862403,149.3988863,67.66692329,86.82866485,4.968593367,13.21799165,31.06963992,27.83878969,360.1592077,Hazardous,1.325888333
Allahabad,15-01-2023,196.9196316,203.5308852,79.14835382,44.93502469,6.389445884,59.29733678,25.02730905,85.05991603,359.2639034,Hazardous,0.967517198
Chennai,16-01-2023,263.6330388,304.8868067,134.0550134,81.99173906,9.798058803,48.01516786,19.9515432,88.65527582,406.0227745,Hazardous,0.864691528
Surat,17-01-2023,183.2864464,299.3153894,56.92616914,82.21298266,2.118062399,43.81183114,24.1900637,90.49524679,348.8012263,Hazardous,0.612352231
Allahabad,18-01-2023,54.16583848,114.4392633,108.6487849,50.65167414,2.860652994,69.63965606,15.95262803,96.07803973,128.6487849,Unhealthy for Sensitive Groups,0.473315162
Ludhiana,19-01-2023,250.4409694,45.11866843,15.97356612,44.55460483,3.755802931,79.54651956,29.87557097,62.91917014,500,Hazardous,1.5
Kolkata,20-01-2023,49.26332602,382.2190722,84.09213906,28.62437262,4.456838571,33.80043052,10.0035992,49.25105743,340.1226348,Hazardous,0.128887671
Dhanbad,21-01-2023,262.2266945,207.5415371,69.11876097,73.37159308,7.604789103,81.09299668,38.92757371,84.79431069,405.4636255,Hazardous,1.263490182
Nashik,22-01-2023,252.4126871,101.4892964,122.4676722,28.41275904,3.936859831,65.94416096,19.50490023,78.08316751,401.5616708,Hazardous,1.5
Patna,23-01-2023,259.4090937,37.26635365,27.27461213,61.69395278,6.683153626,28.39697595,37.94462179,74.68548274,404.3433746,Hazardous,1.5
Chandigarh,24-01-2023,229.9267448,128.6659053,132.4319565,92.84140498,5.795832755,80.55958219,15.89945349,76.31530082,384.5949437,Hazardous,1.5
Amritsar,25-01-2023,236.8762643,137.08178,78.7902479,76.40486753,6.707139498,49.25498573,19.79345845,69.64552347,389.9282958,Hazardous,1.5
Chennai,26-01-2023,56.49116435,325.941017,77.12635109,91.59170776,4.545952752,41.32298645,15.14548346,44.45967079,275.941017,Very Unhealthy,0.173317138
Mumbai,27-01-2023,71.29737416,73.33676275,147.5353484,47.50613452,6.866074232,41.04889218,26.95375455,45.87531596,167.5353484,Unhealthy,0.972191456
Ahmedabad,28-01-2023,113.3944608,226.3164109,147.3368646,82.15537379,8.489934648,62.99946167,32.68771386,30.96769289,277.4500559,Very Unhealthy,0.501043916
Howrah,29-01-2023,84.62844008,331.2114884,19.53227173,26.96763782,1.456918672,74.68922669,13.87165509,38.40871621,281.2114884,Very Unhealthy,0.255511789
Navi Mumbai,30-01-2023,152.2674078,59.09076046,132.7717131,9.642534523,7.940584127,60.1733969,30.49791384,86.70304227,324.9959177,Hazardous,1.5
Guwahati,31-01-2023,278.8629551,279.8856856,31.77251285,71.60830218,5.172138311,93.19906612,41.95316179,81.37656338,412.0780424,Hazardous,0.996345899
Bhopal,01-02-2023,266.8427315,220.7782433,128.3868639,8.525055203,3.562946913,42.51322868,20.77742867,93.20406861,407.2989174,Hazardous,1.208645959
Lucknow,02-02-2023,32.60437696,393.1421709,53.46165916,56.27598314,0.209847344,48.41592327,40.98555997,70.58850247,353.8110749,Hazardous,0.08293279
Kolkata,03-02-2023,232.04702,200.4628883,130.5444788,32.14478461,6.669368003,90.48233937,43.5773103,78.52578474,386.2221316,Hazardous,1.157556004
Patna,04-02-2023,182.358203,345.779118,112.0939826,46.69858041,2.306743267,55.33426792,13.80083237,87.52441685,348.0888535,Hazardous,0.527383504
Srinagar,05-02-2023,81.1742635,115.8885226,114.5678718,90.92137092,0.41278596,99.52836747,27.86809802,57.56571638,169.8707616,Unhealthy,0.700451276
Jabalpur,06-02-2023,78.45985817,300.3980704,36.7294913,20.91378748,9.255319805,22.58504988,14.588381,31.3499232,250.3980704,Very Unhealthy,0.261186292
Nagpur,07-02-2023,85.76391407,40.38984666,125.2686172,52.46702948,5.830904294,48.920784,29.1313055,49.26023746,185.5388791,Unhealthy,1.5
Chandigarh,08-02-2023,99.49802305,133.3744694,148.252339,20.96959811,4.011851649,18.15917184,17.82196731,60.73366597,230.0104925,Very Unhealthy,0.746005015
Delhi,09-02-2023,106.3256723,133.9212765,65.43468955,42.00677626,0.552231658,87.37349506,34.08841684,70.05962695,253.3186744,Very Unhealthy,0.793941598
Ludhiana,10-02-2023,211.178633,114.5593117,101.3156817,29.47606296,2.742170444,18.69530217,34.86594047,87.35099054,370.2068579,Hazardous,1.5
Varanasi,11-02-2023,250.1922901,63.57706698,122.1926936,8.395642991,3.316516629,42.83303446,10.32394467,69.50934008,500,Hazardous,1.5
Kanpur,12-02-2023,117.9502765,364.9375858,42.65241874,69.57185162,1.026485908,65.10699725,34.1866751,77.14665501,500,Hazardous,0.32320671
Madurai,13-02-2023,40.13028912,193.2743974,52.03027668,19.48741222,5.73058938,96.40049463,41.75254425,50.91101133,162.3098345,Unhealthy,0.207633756
Nagpur,14-02-2023,71.16810715,60.45737304,70.89144117,12.47872927,3.662925017,10.70644544,12.97802593,84.79091855,135.7118141,Unhealthy for Sensitive Groups,1.177161752
Mumbai,15-02-2023,230.5593435,306.7265968,65.39372986,40.43628109,3.494197744,15.49626135,41.66104537,73.36469308,500,Hazardous,0.75167705
Coimbatore,16-02-2023,25.05208893,365.1226053,81.85574641,83.79427985,2.426474738,12.14648507,37.75255271,75.76418735,318.6979484,Hazardous,0.068612813
Hyderabad,17-02-2023,276.1941934,380.2943237,42.3077377,58.54770403,6.809146691,15.07076718,43.31862938,58.3611932,411.0169685,Hazardous,0.726264307
Chennai,18-02-2023,217.326259,111.1658549,144.7978498,99.91515392,4.787093738,60.40402766,15.762096,25.81770186,374.9248034,Hazardous,1.5
Vadodara,19-02-2023,42.10941655,232.6058978,38.67688033,28.44674377,2.556260148,65.29655196,30.96812143,38.15480724,188.4428448,Unhealthy,0.181033314
Varanasi,20-02-2023,221.2400836,158.6860713,138.8666306,97.14334111,7.435557577,14.68028789,21.2277903,71.82152993,377.9284363,Hazardous,1.394199767
Varanasi,21-02-2023,40.45378819,226.9795228,15.32118982,51.26202515,5.27634359,19.7693285,13.96777755,40.09487864,184.7045151,Unhealthy,0.178226598
Kolkata,22-02-2023,67.95117484,173.2297161,72.23008208,35.53789383,5.120143925,97.41832675,31.31130313,63.80856397,148.9915563,Unhealthy for Sensitive Groups,0.392260499
Nashik,23-02-2023,62.55954124,122.439691,52.51115102,7.95342054,7.189719167,94.71452329,16.00038925,28.77282447,164.7825566,Unhealthy,0.510941679
Pune,24-02-2023,11.14356405,341.8193598,82.93035997,19.05815374,2.694360639,92.88008672,27.05584695,23.08919557,291.8193598,Very Unhealthy,0.03260074
Allahabad,25-02-2023,182.8060785,192.2822377,120.4279891,53.79687856,1.052260498,46.3935604,38.22646416,72.76067742,500,Hazardous,0.950717449
Ludhiana,26-02-2023,212.5534231,202.2551195,37.31717458,52.19365075,4.401243963,75.00736645,29.22449015,80.32325538,371.2619294,Hazardous,1.050917394
Ahmedabad,27-02-2023,107.0836222,280.3603476,48.71671492,43.81851788,4.59390877,48.50928677,41.41786109,87.96532779,255.9061587,Very Unhealthy,0.381949955
Solapur,28-02-2023,102.0769116,266.2559348,125.354083,45.12710197,6.147221877,94.81174924,10.78774477,69.00455444,238.8142846,Very Unhealthy,0.383378916
Jaipur,01-03-2023,183.1604946,169.0637903,135.3989773,11.98941083,4.960794839,66.55296327,35.58515754,71.18315623,348.7045656,Hazardous,1.083380979
Nashik,02-03-2023,167.7230982,271.036377,52.22887401,88.85338305,1.87406058,98.30982088,11.70467582,60.32949319,336.8572614,Hazardous,0.618821356
Aurangabad,03-03-2023,294.8365068,197.6843496,14.98902508,63.22923809,7.711317469,86.42934955,42.60635048,62.6371471,418.4289726,Hazardous,1.491450928
Madurai,04-03-2023,11.56077212,382.0478278,137.8097568,43.82244794,0.95972251,69.83367938,14.06166856,85.61386767,339.9080374,Hazardous,0.030260013
Nagpur,05-03-2023,142.3325952,185.7702875,136.9942459,34.34404139,0.92411847,38.39072868,26.97828899,93.93459002,317.3715265,Hazardous,0.766175243
Ahmedabad,06-03-2023,295.7925181,201.1256314,133.64012,27.04753397,0.132118121,35.51496605,14.78610883,85.53260206,418.8090735,Hazardous,1.470685342
Patna,07-03-2023,47.01781517,34.63291584,15.4138778,13.14455012,9.288093759,19.08778081,27.63658216,58.46367609,191.0786433,Unhealthy,1.357604869
Ludhiana,08-03-2023,203.0306888,342.3854273,58.32639811,43.58337353,3.381502182,38.29067781,15.72126017,67.49774178,363.9537844,Hazardous,0.592988698
Ahmedabad,09-03-2023,251.6831911,326.5351938,148.7798063,96.85366751,3.976959711,23.78176658,14.12949684,96.47558636,401.2716302,Hazardous,0.770768958
Jaipur,10-03-2023,117.4224994,264.9153586,53.37457372,39.77299595,6.602111512,24.56941496,29.35090734,30.98263564,291.2009462,Very Unhealthy,0.443245344
Jabalpur,11-03-2023,244.7101694,339.8504198,130.8402681,40.88947717,5.422954995,54.79176151,14.01860769,25.15556046,500,Hazardous,0.720052574
Bangalore,12-03-2023,265.278588,112.5332102,106.8090832,19.07246824,1.631079768,66.89175917,38.61380201,67.21761554,406.677029,Hazardous,1.5
Hyderabad,13-03-2023,170.5021776,296.5921856,61.55379466,59.53775064,3.788172984,35.25971464,35.78079042,68.27147067,338.9900433,Hazardous,0.574870768
Jabalpur,14-03-2023,135.246425,364.5887927,71.26668215,8.522425454,7.698642453,23.96867154,16.25005138,65.16672525,318.0289934,Hazardous,0.370956068
Madurai,15-03-2023,214.2493459,187.019765,43.72958747,33.7761061,1.012249611,69.25719312,38.5628217,98.27762498,500,Hazardous,1.145597343
Chandigarh,16-03-2023,260.8392589,298.0199365,134.7342857,69.69295911,4.675217385,79.29356221,16.15582085,87.4128732,404.9119945,Hazardous,0.875240972
Chennai,17-03-2023,285.5603346,166.6192187,20.88825115,33.35987409,7.887594104,76.72692398,26.18247697,72.51333371,414.7408559,Hazardous,1.5
Srinagar,18-03-2023,138.9641726,267.0085043,148.8801579,78.96875993,7.274714261,97.78561537,42.3730737,28.5448817,314.786458,Hazardous,0.520448489
Ranchi,19-03-2023,75.90850253,235.0650831,141.0494351,24.90948853,5.318569797,39.33011473,13.57685585,80.06391191,190.0768002,Unhealthy,0.32292547
Jaipur,20-03-2023,97.96081989,278.2990989,121.0773875,13.57431266,8.475092653,99.24531571,36.98873338,62.98170631,228.2990989,Very Unhealthy,0.351998337
Nashik,21-03-2023,132.0101139,225.7549739,127.0417223,24.508834,5.319365135,39.42523979,13.67604837,97.02177564,309.4496223,Hazardous,0.584749526
Jodhpur,22-03-2023,296.6195096,60.90852747,84.08294445,9.092821121,2.048983884,51.6125933,25.63371517,47.18179795,500,Hazardous,1.5
Solapur,23-03-2023,134.9558887,299.9281714,119.0701198,99.25336149,7.984591755,30.7921956,33.71266705,77.63554657,311.7103332,Hazardous,0.449960696
Ranchi,24-03-2023,94.15726116,298.5296472,70.52943848,87.5742244,6.536362816,34.09540011,30.33041461,23.49911628,248.5296472,Very Unhealthy,0.315403385
Surat,25-03-2023,293.1168278,295.8008251,86.1085786,94.63203659,8.601464357,81.30120133,12.60806509,87.43424523,417.7452448,Hazardous,0.990926336
Delhi,26-03-2023,207.68787,260.3237879,99.7331267,86.25492036,5.839780705,89.06635153,32.7083456,64.09679367,367.5279003,Hazardous,0.797805962
Gwalior,27-03-2023,257.615868,119.1937746,104.3547019,33.26383478,6.094412008,29.19168477,35.73590563,60.49653494,403.6304053,Hazardous,1.5
Aurangabad,28-03-2023,118.3336633,111.0178495,66.49166264,37.55226668,9.574497724,64.05434186,14.71797413,64.95706232,294.3114711,Very Unhealthy,1.065897635
Lucknow,29-03-2023,124.2075094,106.9967943,111.6974522,75.90851706,1.225426966,51.154016,10.04007367,66.3165017,303.461577,Hazardous,1.160852624
Nashik,30-03-2023,39.65266534,180.1626068,143.5157596,40.18487215,9.621480226,76.53872855,44.94762226,21.4044427,500,Hazardous,0.220093759
Jodhpur,31-03-2023,183.8440197,359.0046365,113.1885501,91.52362827,2.060612551,25.09735212,19.45729993,89.75099121,500,Hazardous,0.51209372
Ludhiana,01-04-2023,170.6597841,43.1306617,44.26053201,8.853786874,9.978624209,19.52281245,29.86313505,21.50582645,339.1109971,Hazardous,1.5
Dhanbad,02-04-2023,161.5156193,394.7727372,101.6811519,17.14070368,0.613174629,39.3279318,20.49213665,55.20060853,355.8544429,Hazardous,0.409135698
Allahabad,03-04-2023,232.1743506,202.9722396,117.0697359,16.57587881,4.757602956,19.8887225,29.74376967,41.91894032,386.3198505,Hazardous,1.143872438
Patna,04-04-2023,194.0744958,52.8081767,17.730274,77.73126149,2.193033803,14.22960234,40.30878499,47.96143312,357.080427,Hazardous,1.5
Surat,05-04-2023,108.505276,257.0015537,33.86670206,31.49822911,2.059605636,62.53679916,32.85243394,47.03806562,500,Hazardous,0.422196965
Vadodara,06-04-2023,278.0225721,27.7602113,73.48059097,56.73576609,2.309243127,89.27710705,16.31035358,91.71013741,411.7439142,Hazardous,1.5
Hyderabad,07-04-2023,167.7746499,56.41319265,103.2175264,43.98358494,5.712816511,68.87333318,28.96127401,92.9383489,336.8968244,Hazardous,1.5
Ranchi,08-04-2023,112.3468384,83.4425537,105.1970277,58.45890057,9.537265729,64.54162638,13.57544228,70.20894647,273.8736898,Very Unhealthy,1.346397413
Srinagar,09-04-2023,112.5746972,311.3874439,22.98274632,87.76607103,1.145045603,18.67881871,24.65018044,49.06309119,274.6515526,Very Unhealthy,0.361526129
Patna,10-04-2023,136.3354704,193.2394932,127.8744902,86.25537079,7.14309147,63.91206442,34.6340541,62.66607789,312.7690819,Hazardous,0.705525916
Allahabad,11-04-2023,256.9280727,395.3872925,112.9423556,13.51829996,4.958768442,74.42573883,20.39474778,53.28370685,403.3569446,Hazardous,0.649813683
Solapur,12-04-2023,178.168048,92.56270005,105.4939986,69.86725378,1.336489425,64.06742626,40.6241846,22.66990287,344.8731531,Hazardous,1.5
Chandigarh,13-04-2023,189.0603558,121.7280845,81.63163181,96.42374618,5.325086034,48.0281943,31.17662686,71.21431009,353.2323661,Hazardous,1.5
Nashik,14-04-2023,10.01700722,245.4675745,102.7984223,64.01489972,2.621865063,15.77135933,26.37363349,51.02872541,196.9885226,Unhealthy,0.040807863
Kolkata,15-04-2023,66.66502925,216.9721036,114.6297768,68.00383307,1.587914304,76.2151714,22.9388814,59.64885537,178.0552903,Unhealthy,0.307251615
Ahmedabad,16-04-2023,107.8719211,365.1895781,69.60302464,73.45983193,0.811652275,70.87107882,27.52653855,85.79820055,318.7818763,Hazardous,0.295386089
Varanasi,17-04-2023,251.6158861,73.5799988,102.4036145,15.05024641,9.104791071,97.27020831,17.9591162,81.23597713,401.2448704,Hazardous,1.5
Hyderabad,18-04-2023,114.5650263,360.4452232,120.055528,74.77275915,6.815730836,95.22854383,23.09360541,38.15549944,312.8364189,Hazardous,0.317843098
Chennai,19-04-2023,227.9572437,393.1446183,106.8268242,25.72134378,3.440978223,28.63922979,31.80719378,96.58338695,383.0834661,Hazardous,0.579830508
Surat,20-04-2023,71.88957745,243.8669154,146.3822525,53.54058138,8.736497427,17.71348998,34.87786269,72.6552394,195.9249975,Unhealthy,0.294790203
Jodhpur,21-04-2023,180.3847991,222.4227622,128.2276232,64.89077719,8.989113921,14.95791482,12.52133605,74.6179868,346.5743807,Hazardous,0.810999725
Surat,22-04-2023,169.4389932,371.0018029,56.24117515,68.58644959,5.329694301,96.04081716,26.8619446,44.50337805,338.174111,Hazardous,0.456706657
Raipur,23-04-2023,131.4835775,306.9927725,50.97366939,33.40562933,4.048875545,66.69231775,33.11310764,70.15531716,309.0455362,Hazardous,0.428295352
Aurangabad,24-04-2023,21.6480748,61.12836282,99.69704344,83.47028688,9.596856173,72.71930823,44.50807007,62.17815164,194.9479444,Unhealthy,0.35414125
Visakhapatnam,25-04-2023,299.8296218,234.1492604,146.4287154,43.20117283,5.053838246,41.6706474,27.99182914,97.84952959,420.414187,Hazardous,1.28050638
Amritsar,26-04-2023,277.7275927,56.70287297,39.43329022,69.77555586,4.369537287,83.62446604,23.71062051,71.4759965,411.6266332,Hazardous,1.5
Bhopal,27-04-2023,91.3766161,171.6889156,109.3658178,90.2606219,4.812055768,85.12800062,15.6063965,22.37273659,202.2856894,Very Unhealthy,0.532221989
Howrah,28-04-2023,82.67237988,257.7807823,68.27523931,55.45456329,3.344322723,10.7083394,32.80448663,51.96860427,207.7807823,Very Unhealthy,0.320708081
Navi Mumbai,29-04-2023,180.7122397,204.1708917,128.988935,86.11952678,2.248551434,83.26145312,43.8718478,50.22089512,346.8256723,Hazardous,0.885102858
Nagpur,30-04-2023,179.9996582,129.5139585,52.90812978,22.24791608,9.156656834,55.83954893,26.9582125,36.67685342,346.2788075,Hazardous,1.389808946
Kanpur,01-05-2023,234.1213156,160.7306002,62.17911329,71.9458212,7.93474197,57.67079954,12.19259599,84.81899889,387.8140329,Hazardous,1.456606989
Allahabad,02-05-2023,51.59760738,304.410494,136.0471617,73.25786607,5.709973412,74.37589077,22.95754131,99.94855633,254.410494,Very Unhealthy,0.169500094
Pune,03-05-2023,111.3310758,79.66719759,92.77371789,59.0900038,0.667406809,54.76684762,42.32118814,32.47544232,270.4060864,Very Unhealthy,1.39745189
Solapur,04-05-2023,267.4149506,141.1045526,149.2371827,16.76910573,1.567699438,50.53577622,28.08803962,26.2354205,500,Hazardous,1.5
Hyderabad,05-05-2023,217.2261612,92.98942636,37.36435858,14.15439284,8.906254636,97.56535933,21.95389483,21.2371073,374.8479842,Hazardous,1.5
Visakhapatnam,06-05-2023,203.2448747,163.1154646,99.86320577,96.85052444,8.046801332,37.68056292,44.82345072,50.72345487,364.1181596,Hazardous,1.246018427
Mumbai,07-05-2023,268.5743,79.3948012,46.37772399,80.99194631,8.104207525,24.73692001,41.8701826,87.63743924,500,Hazardous,1.5
Amritsar,08-05-2023,13.91642384,364.8329703,36.43374306,35.29004742,8.342794396,39.495701,33.23885652,21.68779457,318.3349881,Hazardous,0.038144644
Nashik,09-05-2023,42.93838897,160.4060798,82.79568732,67.71490573,7.894090455,72.5695737,32.29199243,43.91985691,173.609488,Unhealthy,0.267685545
Raipur,10-05-2023,208.3657558,195.791037,75.52350416,8.351483816,3.966373945,44.4723326,40.18692637,81.47090127,368.0481382,Hazardous,1.064225202
Vijayawada,11-05-2023,12.67740616,222.5787439,110.164403,54.32037565,0.80577692,32.65760785,34.50841679,46.4621264,181.7805077,Unhealthy,0.056956949
Vadodara,12-05-2023,247.2641908,359.5910445,125.8871255,40.9396253,4.722112735,97.04048707,41.46965929,81.28931642,500,Hazardous,0.687626109
Nagpur,13-05-2023,190.8996528,158.0921925,54.61539871,31.92238205,6.908058185,20.83614003,16.78674975,96.15451325,354.6439196,Hazardous,1.207521066
Aurangabad,14-05-2023,170.9566952,65.69635147,119.0870666,30.79154566,0.241956957,94.0478367,28.38459502,62.15438911,339.3388591,Hazardous,1.5
Mumbai,15-05-2023,243.5537518,27.30370741,67.3599189,98.80570374,1.206434795,62.97910115,13.60274132,74.11089241,395.0528793,Hazardous,1.5
Vijayawada,16-05-2023,285.4462178,307.9638726,136.921277,57.66782139,6.640359713,40.86925355,33.93222447,58.04459298,414.6954842,Hazardous,0.926882155
Madurai,17-05-2023,269.0682539,336.757359,75.03721167,69.44509267,9.128092927,43.55287685,20.00788719,57.11356584,408.1837636,Hazardous,0.798997399
Solapur,18-05-2023,231.2020993,296.5373967,80.05177904,58.57841441,6.385413036,99.15110021,13.55815094,60.2170964,500,Hazardous,0.779672655
Srinagar,19-05-2023,189.4826348,237.925243,62.43720534,85.93578456,4.737422088,59.00729104,23.95958938,85.35015758,353.5564406,Hazardous,0.796395676
Amritsar,20-05-2023,95.00605339,147.5825544,28.65476611,56.94407831,2.140088419,43.46033283,19.11581902,64.19772886,214.6758374,Very Unhealthy,0.643748537
Vadodara,21-05-2023,185.6644478,313.1182481,19.78073309,57.50510285,1.052827727,26.91667555,34.16168737,50.24130209,500,Hazardous,0.592953138
Patna,22-05-2023,299.736133,306.5758871,28.20295793,75.97063508,9.519658572,17.41146836,10.6766217,72.69737662,420.3770167,Hazardous,0.97768985
Nashik,23-05-2023,130.0137401,58.79078281,20.26551234,44.7854331,1.78448001,81.26711237,37.25041818,97.95407838,307.9175215,Hazardous,1.5
Lucknow,24-05-2023,233.1387699,26.41045176,16.57931515,85.3132284,9.271225162,97.08632678,15.71306045,58.19212421,387.0599862,Hazardous,1.5
Jodhpur,25-05-2023,111.392121,214.9755934,76.57691313,14.75707209,1.891246391,15.39100536,41.21252124,78.84729671,270.6144822,Very Unhealthy,0.51816171
Chennai,26-05-2023,295.9440218,277.0300978,72.33171097,57.24760659,2.957577815,28.30504097,27.55229159,31.53196776,418.8693099,Hazardous,1.068273896
Lucknow,27-05-2023,132.5611836,22.88431396,116.3879255,29.56070178,4.169350226,70.19910656,32.90310231,95.48065239,309.8725362,Hazardous,1.5
Jabalpur,28-05-2023,248.546217,361.923294,29.60477586,65.06081301,3.514490836,15.95075362,39.27963297,79.92908142,398.884306,Hazardous,0.686737276
Mumbai,29-05-2023,150.0498703,49.08178242,35.96310879,73.19285856,4.412969174,42.86655006,13.49428392,53.54227367,323.2940865,Hazardous,1.5
Aurangabad,30-05-2023,249.1333031,135.2740099,49.51609187,40.45716979,2.300026016,74.18109381,33.23517133,91.44889297,500,Hazardous,1.5
Surat,31-05-2023,39.54919368,238.8909446,92.73938225,89.63900695,0.964928756,82.15357483,40.22890077,46.26310442,192.6188155,Unhealthy,0.16555334
Raipur,01-06-2023,102.0054576,182.7109925,94.90406614,11.05729396,4.651989887,20.18680224,30.97234365,71.26013516,238.5703554,Very Unhealthy,0.558288564
Nagpur,02-06-2023,292.8863399,50.18335005,15.22822208,34.04165183,6.60266285,41.15850823,23.66463308,63.5168709,500,Hazardous,1.5
Gwalior,03-06-2023,260.0083902,186.4528975,119.4984142,94.5804701,8.729560911,26.28994024,10.45435273,58.95718079,404.5816491,Hazardous,1.39449906
Aurangabad,04-06-2023,270.7062435,138.7507835,131.1717523,34.42793744,0.994488043,31.19224567,40.93428629,55.42945616,408.8350125,Hazardous,1.5
Patna,05-06-2023,99.67807866,283.2513709,134.5247313,80.95871558,4.217167583,59.96894811,43.01641995,36.95256879,500,Hazardous,0.351906783
Jodhpur,06-06-2023,293.3161409,228.0046958,110.5159895,41.05828978,7.756998537,18.69894681,17.39517037,83.13060626,417.8244898,Hazardous,1.286447807
Hyderabad,07-06-2023,44.70971361,255.1935642,13.83206292,98.36423181,6.322099444,79.77694981,21.66856087,44.71610443,205.1935642,Very Unhealthy,0.175199221
Aurangabad,08-06-2023,100.6705809,82.48880511,140.1194748,80.58324094,2.323852526,54.820472,30.9037267,40.88754177,500,Hazardous,1.22041507
Allahabad,09-06-2023,192.0363573,233.2036066,12.97988598,7.987235436,5.424928274,15.66054455,17.93072526,54.94246265,355.5162742,Hazardous,0.823470786
Ranchi,10-06-2023,153.6660294,349.8055304,80.51220253,16.69315197,2.18402809,85.19161895,25.85888038,37.43950291,500,Hazardous,0.43928988
Kanpur,11-06-2023,159.464721,240.249609,92.67450059,10.22402034,2.192113164,51.71331193,20.0057096,36.15969048,330.519437,Hazardous,0.663746017
Kanpur,12-06-2023,250.1264136,98.53346978,72.73377156,57.13552054,0.732390037,25.23669658,42.97384055,55.73663769,500,Hazardous,1.5
Allahabad,13-06-2023,233.8797841,147.7683225,64.93341099,34.82300536,7.921208012,97.83904667,18.97979886,88.68894938,387.6286715,Hazardous,1.5
Bhopal,14-06-2023,139.6035567,304.4884663,59.59008378,19.88481959,7.719535172,77.13940426,29.66343561,84.40281198,315.2771482,Hazardous,0.458485533
Kota,15-06-2023,44.05716819,314.9962944,131.4481161,24.21338237,8.533625777,33.3527663,20.56408111,93.97764003,264.9962944,Very Unhealthy,0.139865671
Allahabad,16-06-2023,58.14689361,334.839627,24.80654716,49.47245811,6.489634641,33.41673941,23.8105255,51.50240609,284.839627,Very Unhealthy,0.17365595
Kolkata,17-06-2023,283.4890779,43.280979,28.8469534,32.9725662,1.66513836,73.36575003,37.64111376,26.21842914,413.9173442,Hazardous,1.5
Guwahati,18-06-2023,139.5651426,38.9504774,36.09559378,40.06260404,1.224368676,56.34140847,19.45878591,69.09877825,500,Hazardous,1.5
Solapur,19-06-2023,283.0413946,186.7808984,19.79483486,23.35756538,0.264200793,94.89837113,25.19896127,65.63690202,413.7393497,Hazardous,1.5
Nashik,20-06-2023,191.4343902,221.5144346,148.4902553,65.33316232,8.860638309,54.65811055,22.89388503,59.91255224,355.0542995,Hazardous,0.864207294
Visakhapatnam,21-06-2023,81.13967322,169.8624426,34.29975939,98.18473562,9.423040489,65.44439202,28.83127872,70.99780914,192.7697479,Unhealthy,0.477678714
Jabalpur,22-06-2023,239.3154236,380.9717713,78.32528325,66.34332291,2.689415771,47.76419016,44.19944036,47.8749961,391.8002088,Hazardous,0.628171013
Raipur,23-06-2023,90.15418791,156.1408904,13.35035631,69.43873494,6.10508043,36.00166874,42.10040737,42.31017593,500,Hazardous,0.577389995
Surat,24-06-2023,121.7017597,246.8801933,82.31524206,13.27689224,4.179107325,89.71049373,38.73589696,71.13260903,301.5385598,Hazardous,0.492958783
Mumbai,25-06-2023,233.0986743,78.87271793,107.6084453,19.53090396,7.31652974,97.04869043,41.18200834,68.32570963,387.0292152,Hazardous,1.5
Patna,26-06-2023,107.1821865,181.5434809,68.2409633,12.18110941,7.15658271,67.83747277,12.09658062,97.84581842,256.2426368,Very Unhealthy,0.590394026
Kanpur,27-06-2023,82.10715005,314.0782579,59.93021001,58.82805095,9.997975903,77.1031827,12.57637594,31.37797744,264.0782579,Very Unhealthy,0.261422585
Bhopal,28-06-2023,92.13981001,200.3690512,39.7512794,45.26203177,2.548174416,99.54864696,28.06600555,41.14630926,204.8910756,Very Unhealthy,0.459850508
Jabalpur,29-06-2023,131.9281831,332.541421,126.988706,21.00977641,0.934027704,46.85759646,27.25856943,44.98292746,309.3867452,Hazardous,0.396727069
Kota,30-06-2023,78.50553016,262.9833183,56.12311232,19.96265186,3.383667396,12.092883,42.35820795,70.38048571,212.9833183,Very Unhealthy,0.298519049
Solapur,01-07-2023,115.2794565,262.7373808,68.97046323,84.80644826,9.418261666,46.08015674,35.59432956,82.03263042,283.8850411,Very Unhealthy,0.438763057
Navi Mumbai,02-07-2023,76.30617559,387.5600579,98.10774822,9.021090131,6.095929561,72.71583679,33.16773693,29.65649317,346.8157687,Hazardous,0.196888647
Mumbai,03-07-2023,91.85664034,87.40138557,135.4277134,39.84838273,2.848974388,16.28747263,16.85528765,60.29615785,203.9243929,Very Unhealthy,1.050974647
Nashik,04-07-2023,101.6510482,135.438719,127.620623,20.60680546,7.597271799,61.572009,34.25365449,86.45022067,237.3604749,Very Unhealthy,0.750531672
Kota,05-07-2023,186.6571128,149.102906,101.8935067,50.78531784,7.295983973,34.01264619,15.3617384,67.26842334,351.3880168,Hazardous,1.251867705
